shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
100429_DEC16,33.97298944,-118.2695317,970004
100429_DEC16,33.97216783,-118.269529,970005
100429_DEC16,33.97146164,-118.2695268,970006
100429_DEC16,33.97146164,-118.2695268,980001
100429_DEC16,33.97132425,-118.2695263,980002
100429_DEC16,33.97048616,-118.2695236,980003
100429_DEC16,33.96978271,-118.2695214,980004
100429_DEC16,33.96978271,-118.2695214,990001
100429_DEC16,33.96964532,-118.2695209,990002
100429_DEC16,33.96880173,-118.2695182,990003
100429_DEC16,33.9680241,-118.2695157,990004
100429_DEC16,33.9680241,-118.2695157,1000001
100429_DEC16,33.9678867,-118.2695152,1000002
100429_DEC16,33.96766413,-118.2695145,1000003
100429_DEC16,33.96738657,-118.2695235,1000004
100429_DEC16,33.9670431,-118.2695191,1000005
100429_DEC16,33.96647706,-118.269514,1000006
100429_DEC16,33.96623801,-118.2695066,1000007
100429_DEC16,33.96556203,-118.2695078,1000008
100429_DEC16,33.96548509,-118.2695075,1000009
100429_DEC16,33.96548509,-118.2695075,1010001
100429_DEC16,33.96539991,-118.2695072,1010002
100429_DEC16,33.964647,-118.2695048,1010003
100429_DEC16,33.96456457,-118.2695046,1010004
100429_DEC16,33.96388311,-118.2694991,1010005
100429_DEC16,33.96388311,-118.2694991,1020001
100429_DEC16,33.96374572,-118.2694986,1020002
100429_DEC16,33.96284444,-118.2694924,1020003
100429_DEC16,33.96193491,-118.2694895,1020004
100429_DEC16,33.9610281,-118.2694932,1020005
100429_DEC16,33.9601213,-118.2694969,1020006
100429_DEC16,33.95984651,-118.2694993,1020007
100429_DEC16,33.95984651,-118.2694993,1030001
100429_DEC16,33.95909085,-118.2695001,1030002
100429_DEC16,33.95807415,-118.2695002,1030003
100429_DEC16,33.95721407,-118.2695007,1030004
100429_DEC16,33.95649138,-118.2695017,1030005
100429_DEC16,33.95621659,-118.2695041,1030006
100429_DEC16,33.95621659,-118.2695041,1040001
100429_DEC16,33.95558458,-118.2695053,1040002
100429_DEC16,33.95469427,-118.2695091,1040003
100429_DEC16,33.95379022,-118.2695095,1040004
100429_DEC16,33.95301807,-118.2695103,1040005
100429_DEC16,33.95301807,-118.2695103,1050001
100429_DEC16,33.95288068,-118.2695098,1050002
100429_DEC16,33.95200137,-118.2695103,1050003
100429_DEC16,33.95194916,-118.2695101,1050004
100429_DEC16,33.95110831,-118.2695107,1050005
100429_DEC16,33.95020152,-118.2695111,1050006
100429_DEC16,33.94922329,-118.2695113,1050007
100429_DEC16,33.9489485,-118.2695104,1050008
100429_DEC16,33.9489485,-118.2695104,1060001
100429_DEC16,33.94831925,-118.2695083,1060002
100429_DEC16,33.94743443,-118.2695121,1060003
100429_DEC16,33.94726956,-118.2695116,1060004
100429_DEC16,33.94650566,-118.2695124,1060005
100429_DEC16,33.9457335,-118.2695165,1060006
100429_DEC16,33.9457335,-118.2695165,1070001
100429_DEC16,33.94559611,-118.2695161,1070002
100429_DEC16,33.94468657,-118.2695164,1070003
100429_DEC16,33.94377153,-118.2695201,1070004
100429_DEC16,33.94286749,-118.2695172,1070005
100429_DEC16,33.94207886,-118.2695179,1070006
100429_DEC16,33.94207886,-118.2695179,1080001
100429_DEC16,33.94194146,-118.2695175,1080002
100429_DEC16,33.94105392,-118.2695146,1080003
100429_DEC16,33.94016911,-118.2695118,1080004
100429_DEC16,33.93931178,-118.2695123,1080005
100429_DEC16,33.93886114,-118.2695109,1080006
100429_DEC16,33.93870727,-118.2695071,1080007
100429_DEC16,33.93830334,-118.2695058,1080008
100429_DEC16,33.93802855,-118.2695082,1080009
100429_DEC16,33.93802855,-118.2695082,1090001
100429_DEC16,33.93741577,-118.2695095,1090002
100429_DEC16,33.93654745,-118.26951,1090003
100429_DEC16,33.93627266,-118.2695125,1090004
100429_DEC16,33.93627266,-118.2695125,1100001
100429_DEC16,33.93589895,-118.2695145,1100002
100429_DEC16,33.93567363,-118.2695105,1100003
100429_DEC16,33.93481355,-118.2695144,1100004
100429_DEC16,33.93407712,-118.2695186,1100005
100429_DEC16,33.93407712,-118.2695186,1110001
100429_DEC16,33.93393972,-118.2695181,1110002
100429_DEC16,33.93298897,-118.2695184,1110003
100429_DEC16,33.93202172,-118.2695186,1110004
100429_DEC16,33.93179365,-118.2695178,1110005
100429_DEC16,33.93179365,-118.2695178,1120001
100429_DEC16,33.93120561,-118.2695192,1120002
100429_DEC16,33.931016,-118.2695219,1120003
100429_DEC16,33.9309006,-118.2695215,1120004
100429_DEC16,33.93078519,-118.2695212,1120005
100429_DEC16,33.9301037,-118.2695289,1120006
100429_DEC16,33.92919142,-118.2695259,1120007
100429_DEC16,33.92840553,-118.26953,1120008
100429_DEC16,33.92840553,-118.26953,1130001
100429_DEC16,33.92829012,-118.2695296,1130002
100429_DEC16,33.92774879,-118.2695312,1130003
100429_DEC16,33.92762789,-118.2695308,1130004
100429_DEC16,33.92751247,-118.2695337,1130005
100429_DEC16,33.92661666,-118.2695407,1130006
100429_DEC16,33.92661666,-118.2695407,1140001
100429_DEC16,33.92647927,-118.2695403,1140002
100429_DEC16,33.92558072,-118.2695407,1140003
100429_DEC16,33.92467942,-118.2695444,1140004
100429_DEC16,33.92372865,-118.2695512,1140005
100429_DEC16,33.92372938,-118.2692216,1140006
100429_DEC16,33.92372938,-118.2692216,1150001
100429_DEC16,33.92373055,-118.2686975,1150002
100429_DEC16,33.92372182,-118.2651969,1150003
100429_DEC16,33.92399661,-118.2651944,1150004
100429_DEC16,33.92399661,-118.2651944,1160001
100429_DEC16,33.92467258,-118.2651933,1160002
100429_DEC16,33.92557389,-118.2651862,1160003
100429_DEC16,33.92648069,-118.2651792,1160004
100429_DEC16,33.92746718,-118.2651758,1160005
100429_DEC16,33.92759633,-118.2651762,1160006
100429_DEC16,33.92773372,-118.2651733,1160007
